시도교육청,지역교육청,지역,"정보공시 
학교코드",학교명,학교급코드,설립구분,제외여부,제외사유,"주 출입구 
접근로 
설치여부","장애인 전용 주차구역 
지정여부","주출입구 
높이차이 
제거여부","출입구(문) 
설치유무",복도,"계단/승강기/
경사로/
휠체어리프트 유무","장애인용 대변기 
설치여부","장애인용 소변기 
설치여부"," 점자블록 
설치여부"," 유도 및 안내설비 
설치여부"," 경보 및 피난설비 
설치여부"
강원도교육청,강원도고성교육지원청,강원도 고성군,S100000718,간성초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도고성교육지원청,강원도 고성군,S100000720,거성초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치
강원도교육청,강원도고성교육지원청,강원도 고성군,S100000721,거진초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도고성교육지원청,강원도 고성군,S100000726,공현진초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,미설치,미설치,적정설치,적정설치,적정설치,미설치,미설치
강원도교육청,강원도고성교육지원청,강원도 고성군,S100000727,광산초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치
강원도교육청,강원도고성교육지원청,강원도 고성군,S100000731,대진초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도고성교육지원청,강원도 고성군,S100000733,도학초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도고성교육지원청,강원도 고성군,S100000734,동광초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,적정설치,미설치,적정설치,적정설치,미설치,미설치,미설치
강원도교육청,강원도고성교육지원청,강원도 고성군,S100000736,명파초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도고성교육지원청,강원도 고성군,S100000740,아야진초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도고성교육지원청,강원도 고성군,S100000742,오호초등학교,2,공립,N,,단순설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,미설치,적정설치,적정설치,적정설치
강원도교육청,강원도고성교육지원청,강원도 고성군,S100000743,인흥초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,미설치,적정설치,적정설치,적정설치
강원도교육청,강원도고성교육지원청,강원도 고성군,S100000745,죽왕초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도고성교육지원청,강원도 고성군,S100000748,천진초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도고성교육지원청,강원도 고성군,S100000750,광산초등학교흘리분교장,2,공립,N,,미설치,적정설치,단순설치,적정설치,적정설치,미설치,미설치,적정설치,미설치,적정설치,단순설치
강원도교육청,강원도동해교육지원청,강원도 동해시,S100000777,남호초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도동해교육지원청,강원도 동해시,S100000778,동해삼육초등학교,2,사립,N,,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
강원도교육청,강원도동해교육지원청,강원도 동해시,S100000779,동해중앙초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도동해교육지원청,강원도 동해시,S100000780,동해초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도동해교육지원청,강원도 동해시,S100000781,동호초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도동해교육지원청,강원도 동해시,S100000782,망상초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도동해교육지원청,강원도 동해시,S100000783,묵호초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도동해교육지원청,강원도 동해시,S100000784,북삼초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도동해교육지원청,강원도 동해시,S100000785,북평초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도동해교육지원청,강원도 동해시,S100000787,삼화초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도동해교육지원청,강원도 동해시,S100000791,송정초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도동해교육지원청,강원도 동해시,S100000792,창호초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도동해교육지원청,강원도 동해시,S100000794,천곡초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도삼척교육지원청,강원도 삼척시,S100000852,근덕초등학교궁촌분교장,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도삼척교육지원청,강원도 삼척시,S100000855,근덕초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도삼척교육지원청,강원도 삼척시,S100000873,도계초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치
강원도교육청,강원도삼척교육지원청,강원도 삼척시,S100000888,맹방초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도삼척교육지원청,강원도 삼척시,S100000891,미로초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치
강원도교육청,강원도삼척교육지원청,강원도 삼척시,S100000897,삼척남초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도삼척교육지원청,강원도 삼척시,S100000898,삼척중앙초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도삼척교육지원청,강원도 삼척시,S100000899,삼척초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도삼척교육지원청,강원도 삼척시,S100000900,서부초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치
강원도교육청,강원도삼척교육지원청,강원도 삼척시,S100000902,소달초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도삼척교육지원청,강원도 삼척시,S100000908,신동초등학교,2,공립,N,,미설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도삼척교육지원청,강원도 삼척시,S100000919,오저초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,적정설치,적정설치,적정설치
강원도교육청,강원도삼척교육지원청,강원도 삼척시,S100000925,임원초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,미설치,미설치,미설치
강원도교육청,강원도삼척교육지원청,강원도 삼척시,S100000928,장원초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도삼척교육지원청,강원도 삼척시,S100000930,장호초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
강원도교육청,강원도삼척교육지원청,강원도 삼척시,S100000933,정라초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도삼척교육지원청,강원도 삼척시,S100000934,진주초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도삼척교육지원청,강원도 삼척시,S100000944,하장초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도삼척교육지원청,강원도 삼척시,S100000952,호산초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도삼척교육지원청,강원도 삼척시,S100000959,흥전초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,적정설치,적정설치
강원도교육청,강원도속초양양교육지원청,강원도 양양군,S100001003,강현초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도속초양양교육지원청,강원도 양양군,S100001004,상평초등학교공수전분교장,2,공립,N,,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치
강원도교육청,강원도속초양양교육지원청,강원도 양양군,S100001006,광정초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치
강원도교육청,강원도속초양양교육지원청,강원도 속초시,S100001007,교동초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도속초양양교육지원청,강원도 양양군,S100001008,남애초등학교,2,공립,N,,적정설치,적정설치,적정설치,단순설치,단순설치,단순설치,미설치,미설치,단순설치,단순설치,단순설치
강원도교육청,강원도속초양양교육지원청,강원도 속초시,S100001010,대포초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치
강원도교육청,강원도속초양양교육지원청,강원도 양양군,S100001013,상평초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도속초양양교육지원청,강원도 속초시,S100001018,설악초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,적정설치,미설치,적정설치,적정설치,적정설치
강원도교육청,강원도속초양양교육지원청,강원도 속초시,S100001019,속초초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,단순설치,미설치
강원도교육청,강원도속초양양교육지원청,강원도 양양군,S100001020,손양초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,미설치,적정설치,적정설치,적정설치
강원도교육청,강원도속초양양교육지원청,강원도 양양군,S100001021,송포초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치
강원도교육청,강원도속초양양교육지원청,강원도 양양군,S100001022,양양초등학교,2,공립,N,,단순설치,단순설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,단순설치
강원도교육청,강원도속초양양교육지원청,강원도 속초시,S100001024,영랑초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도속초양양교육지원청,강원도 양양군,S100001025,오색초등학교,2,공립,N,,적정설치,단순설치,적정설치,적정설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치
강원도교육청,강원도속초양양교육지원청,강원도 속초시,S100001026,온정초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도속초양양교육지원청,강원도 양양군,S100001029,인구초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도속초양양교육지원청,강원도 양양군,S100001031,인구초등학교임호분교장,2,공립,N,,미설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치,적정설치,미설치,미설치
강원도교육청,강원도속초양양교육지원청,강원도 양양군,S100001035,조산초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치
강원도교육청,강원도속초양양교육지원청,강원도 속초시,S100001037,조양초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도속초양양교육지원청,강원도 속초시,S100001039,중앙초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도속초양양교육지원청,강원도 속초시,S100001040,청대초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치
강원도교육청,강원도속초양양교육지원청,강원도 속초시,S100001041,청호초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도속초양양교육지원청,강원도 양양군,S100001042,한남초등학교,2,공립,N,,단순설치,단순설치,단순설치,단순설치,단순설치,미설치,미설치,단순설치,단순설치,단순설치,단순설치
강원도교육청,강원도속초양양교육지원청,강원도 양양군,S100001043,현북초등학교,2,공립,N,,적정설치,적정설치,적정설치,단순설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도속초양양교육지원청,강원도 양양군,S100001044,상평초등학교현서분교장,2,공립,N,,적정설치,미설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,미설치,미설치,적정설치
강원도교육청,강원도속초양양교육지원청,강원도 양양군,S100001047,현성초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,미설치,미설치,미설치
강원도교육청,강원도속초양양교육지원청,강원도 양양군,S100001050,회룡초등학교,2,공립,N,,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,적정설치
강원도교육청,강원도양구교육지원청,강원도 양구군,S100001099,도촌초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도양구교육지원청,강원도 양구군,S100001101,방산초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도양구교육지원청,강원도 양구군,S100001103,비봉초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도양구교육지원청,강원도 양구군,S100001108,양구초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도양구교육지원청,강원도 양구군,S100001115,용하초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
강원도교육청,강원도양구교육지원청,강원도 양구군,S100001118,원당초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도양구교육지원청,강원도 양구군,S100001120,임당초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도양구교육지원청,강원도 양구군,S100001122,죽리초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도양구교육지원청,강원도 양구군,S100001128,한전초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,미설치,적정설치,적정설치,적정설치
강원도교육청,강원도양구교육지원청,강원도 양구군,S100001129,해안초등학교,2,공립,N,,단순설치,적정설치,단순설치,단순설치,단순설치,미설치,적정설치,적정설치,단순설치,단순설치,단순설치
강원도교육청,강원도영월교육지원청,강원도 영월군,S100001160,구래초등학교,2,공립,N,,단순설치,단순설치,미설치,단순설치,단순설치,단순설치,적정설치,적정설치,적정설치,단순설치,미설치
강원도교육청,강원도영월교육지원청,강원도 영월군,S100001173,내성초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도영월교육지원청,강원도 영월군,S100001174,녹전초등학교,2,공립,N,,단순설치,단순설치,단순설치,단순설치,단순설치,단순설치,적정설치,미설치,적정설치,단순설치,단순설치
강원도교육청,강원도영월교육지원청,강원도 영월군,S100001183,마차초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도영월교육지원청,,S100001189,무릉초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,단순설치,적정설치,미설치
강원도교육청,강원도영월교육지원청,강원도 영월군,S100001203,봉래초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도영월교육지원청,강원도 영월군,S100001204,봉래초등학교거운분교장,2,공립,N,,단순설치,미설치,단순설치,단순설치,단순설치,미설치,미설치,미설치,미설치,미설치,미설치
강원도교육청,강원도영월교육지원청,강원도 영월군,S100001211,신천초등학교,2,공립,N,,적정설치,적정설치,미설치,단순설치,적정설치,미설치,적정설치,적정설치,적정설치,단순설치,미설치
강원도교육청,강원도영월교육지원청,강원도 영월군,S100001214,쌍룡초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치
강원도교육청,강원도영월교육지원청,강원도 영월군,S100001219,연당초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치
강원도교육청,강원도영월교육지원청,강원도 영월군,S100001222,마차초등학교연덕분교장,2,공립,N,,적정설치,미설치,적정설치,적정설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치
강원도교육청,강원도영월교육지원청,강원도 영월군,S100001224,영월초등학교연상분교장,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,적정설치,미설치,미설치
강원도교육청,강원도영월교육지원청,강원도 영월군,S100001226,영월초등학교연하분교장,2,공립,N,,단순설치,단순설치,단순설치,단순설치,단순설치,단순설치,단순설치,단순설치,단순설치,단순설치,단순설치
강원도교육청,강원도영월교육지원청,강원도 영월군,S100001227,영월초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도영월교육지원청,강원도 영월군,S100001233,옥동초등학교,2,공립,N,,단순설치,단순설치,단순설치,단순설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,단순설치
강원도교육청,강원도영월교육지원청,강원도 영월군,S100001249,주천초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도영월교육지원청,강원도 영월군,S100001259,청령초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,미설치,미설치,적정설치,미설치,미설치,적정설치,적정설치
강원도교육청,강원도영월교육지원청,강원도 영월군,S100001261,쌍룡초등학교토교분교장,2,공립,N,,미설치,미설치,적정설치,미설치,미설치,미설치,적정설치,미설치,미설치,미설치,미설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001321,고산초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,적정설치,미설치,적정설치,적정설치,적정설치,미설치,적정설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001323,관설초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001324,교동초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001325,교학초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001330,귀래초등학교,2,공립,N,,적정설치,단순설치,적정설치,단순설치,적정설치,적정설치,단순설치,미설치,적정설치,적정설치,미설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001335,금대초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001338,남원주초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001341,단계초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001342,단구초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001344,둔둔초등학교,2,공립,N,,단순설치,단순설치,단순설치,미설치,단순설치,단순설치,적정설치,적정설치,단순설치,단순설치,미설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001345,만종초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001347,매지초등학교,2,공립,N,,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001348,명륜초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001349,문막초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001351,반계초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,적정설치,미설치,적정설치,미설치,적정설치,적정설치,미설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001354,봉대초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001355,부론초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001358,북원초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001359,비두초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001361,산현초등학교,2,공립,N,,미설치,적정설치,적정설치,미설치,미설치,미설치,적정설치,미설치,적정설치,미설치,미설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001363,서곡초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001365,서원주초등학교,2,공립,N,,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001366,소초초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001370,신림초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001373,신평초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001375,우산초등학교,2,공립,N,,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001376,원주삼육초등학교,2,사립,N,,적정설치,적정설치,적정설치,단순설치,적정설치,단순설치,단순설치,미설치,적정설치,적정설치,미설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001377,원주초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001379,일산초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001380,장양초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001382,중앙초등학교,2,공립,N,,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001383,지정초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
강원도교육청,강원도원주교육지원청,강원도 원주시,S100001392,치악초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,미설치
